match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,attendance,venue_id,day_of_the_week,month,year,holiday,kick_off_time_hour,home_team_id,capacity,away_team_id,home_C大阪,away_C大阪,home_FC東京,away_FC東京,home_G大阪,away_G大阪,home_京都,away_京都,home_仙台,away_仙台,home_千葉,away_千葉,home_名古屋,away_名古屋,home_大分,away_大分,home_大宮,away_大宮,home_山形,away_山形,home_川崎F,away_川崎F,home_広島,away_広島,home_徳島,away_徳島,home_新潟,away_新潟,home_札幌,away_札幌,home_東京V,away_東京V,home_松本,away_松本,home_柏,away_柏,home_横浜FC,away_横浜FC,home_横浜FM,away_横浜FM,home_浦和,away_浦和,home_清水,away_清水,home_湘南,away_湘南,home_甲府,away_甲府,home_磐田,away_磐田,home_神戸,away_神戸,home_福岡,away_福岡,home_鳥栖,away_鳥栖,home_鹿島,away_鹿島,score,scores,J1,cap/mean
2006-03-11,15:04,2,1,新潟,FC東京,新潟スタジアム,12,15.4,43.0,40266,39,6,3,2006,0,15,13,41684,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,1,1.315069063216728
2006-03-11,15:04,2,1,清水,名古屋,日本平スタジアム,12,13.6,70.0,13054,40,6,3,2006,0,15,21,20248,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,1,0.6387947028119256
2006-03-11,16:03,2,1,鹿島,横浜FM,県立カシマサッカースタジアム,1,13.8,66.0,22454,52,6,3,2006,0,16,28,37496,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-3,0,1,1.1829438056418393
2006-03-11,16:06,2,1,京都,川崎F,京都市西京極総合運動公園陸上競技場兼球技場,1,16.4,50.0,7921,23,6,3,2006,0,16,3,20588,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-5,0,1,0.6495212041432203
2006-03-11,19:04,2,1,福岡,大宮,東平尾公園博多の森球技場,12,15.4,66.0,12040,46,6,3,2006,0,19,26,22331,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,1,1,0.7045102977327692
2006-03-12,14:06,2,2,大分,広島,九州石油ドーム,0,9.4,54.0,17043,22,0,3,2006,0,14,7,31997,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,1,1.0094584208748116
2006-03-12,15:06,2,2,C大阪,G大阪,大阪長居スタジアム,12,10.6,67.0,30561,31,0,3,2006,0,15,0,47853,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-5,0,1,1.5096919653130718
2006-03-18,14:04,3,1,FC東京,清水,味の素スタジアム,26,14.8,44.0,19011,27,6,3,2006,0,14,1,48999,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,0,0,1.5458465845062004
2006-03-18,14:03,3,1,磐田,京都,ヤマハスタジアム(磐田),32,11.6,80.0,10560,17,6,3,2006,0,14,24,15165,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,0.47843350790907013
2006-03-18,14:05,3,1,広島,浦和,広島ビッグアーチ,32,8.4,87.0,16742,38,6,3,2006,0,14,11,36894,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-3,0,1,1.1639515885787823
2006-03-18,15:01,3,1,大宮,新潟,埼玉スタジアム2002,12,15.3,46.0,9368,29,6,3,2006,0,15,8,62010,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,0,1,1.956324551628186
2006-03-18,15:04,3,1,甲府,川崎F,山梨県小瀬スポーツ公園陸上競技場,12,14.7,39.0,9082,35,6,3,2006,0,15,23,15859,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,2,1,0.5003281900382422
2006-03-18,15:33,3,1,名古屋,鹿島,豊田スタジアム,0,10.3,73.0,22651,56,6,3,2006,0,15,6,41255,28,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,1,1,1.3015347424193002
2006-03-18,16:04,3,1,千葉,福岡,フクダ電子アリーナ,14,13.9,58.0,8567,14,6,3,2006,0,16,5,19470,26,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0.6142499438832573
2006-03-18,16:05,3,1,横浜FM,C大阪,日産スタジアム,32,12.3,76.0,19307,41,6,3,2006,0,16,19,72081,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0,2.2740498307677997
2006-03-18,19:04,3,1,G大阪,大分,万博記念競技場,32,9.0,79.0,8388,21,6,3,2006,0,19,2,21000,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2,0,1,0.6625191998740833
2006-03-21,14:04,4,1,鹿島,甲府,県立カシマサッカースタジアム,1,15.3,24.0,14815,52,2,3,2006,1,14,28,37496,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,2,1,1.1829438056418393
2006-03-21,14:04,4,1,福岡,名古屋,東平尾公園博多の森球技場,14,12.5,47.0,8585,46,2,3,2006,1,14,26,22331,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-1,0,1,0.7045102977327692
2006-03-21,15:04,4,1,浦和,C大阪,埼玉スタジアム2002,1,16.5,25.0,43815,29,2,3,2006,1,15,20,62010,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,1,1.956324551628186
2006-03-21,15:01,4,1,新潟,磐田,新潟スタジアム,12,7.3,43.0,37585,39,2,3,2006,1,15,13,41684,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-2,0,1,1.315069063216728
2006-03-21,15:04,4,1,清水,千葉,日本平スタジアム,1,13.9,32.0,12114,40,2,3,2006,1,15,21,20248,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,0,1,0.6387947028119256
2006-03-21,15:04,4,1,大分,横浜FM,九州石油ドーム,26,13.4,50.0,17341,22,2,3,2006,1,15,7,31997,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,0,1,1.0094584208748116
2006-03-21,16:04,4,1,川崎F,FC東京,等々力陸上競技場,1,16.4,24.0,14191,55,2,3,2006,1,16,10,26827,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,1,0.8463525035724777
2006-03-21,19:04,4,1,京都,広島,京都市西京極総合運動公園陸上競技場兼球技場,1,9.1,66.0,5556,23,2,3,2006,1,19,3,20588,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,1,0.6495212041432203
2006-03-29,19:02,4,2,G大阪,大宮,万博記念競技場,12,5.9,42.0,9019,21,3,3,2006,0,19,2,21000,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,1,0.6625191998740833
2006-03-25,15:00,5,1,大宮,清水,さいたま市浦和駒場スタジアム,1,15.3,31.0,7354,4,6,3,2006,0,15,8,21500,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,1,0.6782934665377519
2006-03-25,15:04,5,1,磐田,川崎F,ヤマハスタジアム(磐田),1,13.6,58.0,11835,17,6,3,2006,0,15,24,15165,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1,0,1,0.47843350790907013
2006-03-25,15:02,5,1,C大阪,新潟,大阪長居スタジアム,1,12.8,30.0,9442,31,6,3,2006,0,15,0,47853,13,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,1,1.5096919653130718
2006-03-25,15:04,5,1,広島,G大阪,広島ビッグアーチ,1,14.3,29.0,13067,38,6,3,2006,0,15,11,36894,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2,0,1,1.1639515885787823
2006-03-25,15:34,5,1,横浜FM,浦和,日産スタジアム,1,13.9,45.0,50572,41,6,3,2006,0,15,19,72081,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2,0,0,2.2740498307677997
2006-03-25,18:05,5,1,甲府,福岡,山梨県小瀬スポーツ公園陸上競技場,1,11.4,46.0,8604,35,6,3,2006,0,18,23,15859,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0.5003281900382422
2006-03-25,19:04,5,1,千葉,鹿島,フクダ電子アリーナ,1,9.9,63.0,16546,14,6,3,2006,0,19,5,19470,28,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1,0,1,0.6142499438832573
2006-03-26,14:05,5,2,名古屋,大分,名古屋市瑞穂陸上競技場,1,15.9,44.0,11878,26,0,3,2006,0,14,6,20223,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-3,0,1,0.6380059894787422
2006-03-26,16:04,5,2,FC東京,京都,味の素スタジアム,12,16.1,38.0,17033,27,0,3,2006,0,16,1,48999,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,0,1.5458465845062004
2006-04-01,15:02,6,1,横浜FM,FC東京,日産スタジアム,1,13.8,46.0,20977,41,6,4,2006,0,15,19,72081,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,2.2740498307677997
2006-04-01,15:04,6,1,C大阪,甲府,大阪長居スタジアム,12,13.1,33.0,6282,31,6,4,2006,0,15,0,47853,23,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-1,0,1,1.5096919653130718
2006-04-01,19:04,6,1,清水,G大阪,日本平スタジアム,12,10.0,64.0,10661,40,6,4,2006,0,19,21,20248,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,0,1,0.6387947028119256
2006-04-02,14:04,6,2,京都,福岡,京都市西京極総合運動公園陸上競技場兼球技場,32,16.0,85.0,3670,23,0,4,2006,0,14,3,20588,26,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2,1,0.6495212041432203
2006-04-02,15:04,6,2,鹿島,大宮,県立カシマサッカースタジアム,14,16.9,69.0,11747,52,0,4,2006,0,15,28,37496,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2,1,1.1829438056418393
2006-04-02,15:00,6,2,川崎F,千葉,等々力陸上競技場,32,15.6,83.0,10316,55,0,4,2006,0,15,10,26827,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,1,0.8463525035724777
2006-04-02,15:04,6,2,新潟,広島,新潟スタジアム,32,10.5,71.0,34071,39,0,4,2006,0,15,13,41684,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,1,1.315069063216728
2006-04-02,15:04,6,2,大分,磐田,九州石油ドーム,0,21.2,29.0,17406,22,0,4,2006,0,15,7,31997,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1,0,1,1.0094584208748116
2006-04-02,16:04,6,2,浦和,名古屋,埼玉スタジアム2002,14,15.9,79.0,44625,29,0,4,2006,0,16,20,62010,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,1,1.956324551628186
2006-04-08,14:00,7,1,甲府,新潟,松本平広域公園総合球技場,12,7.9,45.0,14599,47,6,4,2006,0,14,23,20336,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-4,0,1,0.6415709737447313
2006-04-08,15:05,7,1,大宮,横浜FM,さいたま市浦和駒場スタジアム,1,17.4,28.0,8370,4,6,4,2006,0,15,8,21500,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,1,0.6782934665377519
2006-04-08,15:02,7,1,千葉,C大阪,フクダ電子アリーナ,7,14.8,53.0,8770,14,6,4,2006,0,15,5,19470,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,1,0.6142499438832573
2006-04-08,15:04,7,1,名古屋,京都,豊田スタジアム,0,13.9,37.0,15311,56,6,4,2006,0,15,6,41255,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,1,1.3015347424193002
2006-04-08,15:04,7,1,広島,川崎F,広島ビッグアーチ,1,19.1,17.0,7418,38,6,4,2006,0,15,11,36894,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2,0,1,1.1639515885787823
2006-04-08,16:03,7,1,FC東京,磐田,味の素スタジアム,1,15.5,25.0,24214,27,6,4,2006,0,16,1,48999,24,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,2,0,1.5458465845062004
2006-04-08,19:04,7,1,G大阪,鹿島,万博記念競技場,12,12.9,31.0,17967,21,6,4,2006,0,19,2,21000,28,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2,1,0.6625191998740833
2006-04-09,13:04,7,2,清水,大分,日本平スタジアム,1,18.6,37.0,10039,40,0,4,2006,0,13,21,20248,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,1,0.6387947028119256
2006-04-09,15:05,7,2,福岡,浦和,東平尾公園博多の森球技場,12,20.3,28.0,21545,46,0,4,2006,0,15,26,22331,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-1,0,1,0.7045102977327692
2006-04-15,15:02,8,1,鹿島,清水,県立カシマサッカースタジアム,1,10.4,51.0,12361,52,6,4,2006,0,15,28,37496,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,1,1.1829438056418393
2006-04-15,15:05,8,1,浦和,京都,埼玉スタジアム2002,1,13.8,35.0,40657,29,6,4,2006,0,15,20,62010,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,1,1.956324551628186
