,Unnamed: 0,id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,venue_id,day_of_the_week,month,year,holiday,kick_off_time_hour,home_team_id,capacity,away_team_id,home_C大阪,away_C大阪,home_FC東京,away_FC東京,home_G大阪,away_G大阪,home_京都,away_京都,home_仙台,away_仙台,home_千葉,away_千葉,home_名古屋,away_名古屋,home_大分,away_大分,home_大宮,away_大宮,home_山形,away_山形,home_川崎F,away_川崎F,home_広島,away_広島,home_徳島,away_徳島,home_新潟,away_新潟,home_札幌,away_札幌,home_東京V,away_東京V,home_松本,away_松本,home_柏,away_柏,home_横浜FC,away_横浜FC,home_横浜FM,away_横浜FM,home_浦和,away_浦和,home_清水,away_清水,home_湘南,away_湘南,home_甲府,away_甲府,home_磐田,away_磐田,home_神戸,away_神戸,home_福岡,away_福岡,home_鳥栖,away_鳥栖,home_鹿島,away_鹿島,score
23,23,19098,2017-03-11,15:05,3,2,鳥栖,広島,ベストアメニティスタジアム,17.0,17.0,27.0,15.0,6,3,2017,0,15,27.0,24130,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-1
24,24,19099,2017-03-11,15:35,3,2,新潟,清水,デンカビッグスワンスタジアム,8.1,8.1,43.0,10.0,6,3,2017,0,15,13.0,41684,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
25,25,19100,2017-03-11,16:05,3,2,仙台,神戸,ユアテックスタジアム仙台,7.5,7.5,37.0,19.0,6,3,2017,0,16,4.0,19694,25.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-2
26,26,19101,2017-03-11,19:03,3,2,G大阪,FC東京,市立吹田サッカースタジアム,7.7,7.7,54.0,36.0,6,3,2017,0,19,2.0,39694,1.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2
27,27,19102,2017-03-18,14:03,4,1,札幌,広島,札幌ドーム,22.7,22.7,38.0,43.0,6,3,2017,0,14,14.0,39856,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
28,28,19103,2017-03-18,14:03,4,1,横浜FM,新潟,日産スタジアム,14.7,14.7,28.0,41.0,6,3,2017,0,14,19.0,72081,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
29,29,19104,2017-03-18,14:04,4,1,甲府,大宮,山梨中銀スタジアム,17.9,17.9,20.0,34.0,6,3,2017,0,14,23.0,15859,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
30,30,19105,2017-03-18,14:03,4,1,清水,鹿島,IAIスタジアム日本平,14.4,14.4,42.0,0.0,6,3,2017,0,14,21.0,20248,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
31,31,19106,2017-03-18,15:03,4,1,柏,仙台,日立柏サッカー場,16.2,16.2,25.0,42.0,6,3,2017,0,15,17.0,15109,4.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
32,32,19107,2017-03-18,15:03,4,1,C大阪,鳥栖,キンチョウスタジアム,12.6,12.6,31.0,8.0,6,3,2017,0,15,0.0,17892,27.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-1
33,33,19108,2017-03-18,16:03,4,1,神戸,磐田,ノエビアスタジアム神戸,13.6,13.6,46.0,12.0,6,3,2017,0,16,25.0,28425,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,1
34,34,19109,2017-03-18,19:04,4,1,FC東京,川崎F,味の素スタジアム,12.8,12.8,59.0,27.0,6,3,2017,0,19,1.0,48999,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
35,35,19110,2017-03-19,17:03,4,2,G大阪,浦和,市立吹田サッカースタジアム,15.0,15.0,30.0,36.0,0,3,2017,0,17,2.0,39694,20.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
36,36,19111,2017-04-01,14:03,5,1,仙台,川崎F,ユアテックスタジアム仙台,11.5,11.5,72.0,19.0,6,4,2017,0,14,4.0,19694,10.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
37,37,19112,2017-04-01,14:03,5,1,新潟,G大阪,デンカビッグスワンスタジアム,10.7,10.7,53.0,10.0,6,4,2017,0,14,13.0,41684,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2
38,38,19113,2017-04-01,14:04,5,1,広島,柏,エディオンスタジアム広島,15.3,15.3,27.0,7.0,6,4,2017,0,14,11.0,36894,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
39,39,19114,2017-04-01,15:03,5,1,磐田,清水,エコパスタジアム,17.2,17.2,39.0,6.0,6,4,2017,0,15,24.0,51697,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-2
40,40,19115,2017-04-01,15:03,5,1,C大阪,横浜FM,キンチョウスタジアム,22.7,22.7,20.0,8.0,6,4,2017,0,15,0.0,17892,19.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
41,41,19116,2017-04-01,16:04,5,1,FC東京,鳥栖,味の素スタジアム,11.4,11.4,62.0,27.0,6,4,2017,0,16,1.0,48999,27.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
42,42,19117,2017-04-01,16:04,5,1,神戸,浦和,ノエビアスタジアム神戸,12.0,12.0,55.0,12.0,6,4,2017,0,16,25.0,28425,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
43,43,19118,2017-04-01,19:04,5,1,大宮,鹿島,NACK5スタジアム大宮,8.3,8.3,55.0,1.0,6,4,2017,0,19,8.0,15491,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-2
44,44,19119,2017-04-02,17:04,5,2,甲府,札幌,山梨中銀スタジアム,13.1,13.1,42.0,34.0,0,4,2017,0,17,23.0,15859,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-1
45,45,19120,2017-04-07,19:03,6,1,G大阪,広島,市立吹田サッカースタジアム,17.8,17.8,84.0,36.0,5,4,2017,0,19,2.0,39694,11.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
46,46,19121,2017-04-07,19:34,6,1,浦和,仙台,埼玉スタジアム2002,19.1,19.1,64.0,29.0,5,4,2017,0,19,20.0,62010,4.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
47,47,19122,2017-04-08,14:04,6,2,川崎F,甲府,等々力陸上競技場,18.7,18.7,82.0,55.0,6,4,2017,0,14,10.0,26827,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7
48,48,19123,2017-04-08,15:03,6,2,鹿島,C大阪,県立カシマサッカースタジアム,16.2,16.2,81.0,52.0,6,4,2017,0,15,28.0,37496,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
49,49,19124,2017-04-08,15:03,6,2,大宮,神戸,NACK5スタジアム大宮,16.0,16.0,78.0,1.0,6,4,2017,0,15,8.0,15491,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-1
50,50,19125,2017-04-08,15:03,6,2,柏,清水,日立柏サッカー場,16.1,16.1,85.0,42.0,6,4,2017,0,15,17.0,15109,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2
51,51,19126,2017-04-08,15:04,6,2,鳥栖,新潟,ベストアメニティスタジアム,20.6,20.6,86.0,15.0,6,4,2017,0,15,27.0,24130,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-2
52,52,19127,2017-04-08,19:03,6,2,札幌,FC東京,札幌ドーム,22.9,22.9,50.0,43.0,6,4,2017,0,19,14.0,39856,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
53,53,19128,2017-04-08,19:03,6,2,横浜FM,磐田,日産スタジアム,17.9,17.9,85.0,41.0,6,4,2017,0,19,19.0,72081,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
54,54,19129,2017-04-16,13:08,7,1,札幌,川崎F,札幌ドーム,23.8,23.8,53.0,43.0,0,4,2017,0,13,14.0,39856,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
55,55,19130,2017-04-16,13:05,7,1,甲府,新潟,山梨中銀スタジアム,27.7,27.7,20.0,34.0,0,4,2017,0,13,23.0,15859,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
56,56,19131,2017-04-16,13:06,7,1,清水,大宮,IAIスタジアム日本平,25.4,25.4,40.0,0.0,0,4,2017,0,13,21.0,20248,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2
57,57,19132,2017-04-16,14:04,7,1,FC東京,浦和,味の素スタジアム,26.3,26.3,30.0,27.0,0,4,2017,0,14,1.0,48999,20.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
58,58,19133,2017-04-16,14:01,7,1,C大阪,G大阪,ヤンマースタジアム長居,23.3,23.3,54.0,18.0,0,4,2017,0,14,0.0,47853,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
59,59,19134,2017-04-16,15:03,7,1,磐田,鳥栖,ヤマハスタジアム(磐田),24.0,24.0,42.0,17.0,0,4,2017,0,15,24.0,15165,27.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
60,60,19135,2017-04-16,16:03,7,1,神戸,柏,ノエビアスタジアム神戸,21.3,21.3,66.0,12.0,0,4,2017,0,16,25.0,28425,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
61,61,19136,2017-04-16,17:04,7,1,広島,横浜FM,エディオンスタジアム広島,25.2,25.2,80.0,7.0,0,4,2017,0,17,11.0,36894,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
62,62,19137,2017-04-16,19:03,7,1,仙台,鹿島,ユアテックスタジアム仙台,20.4,20.4,43.0,19.0,0,4,2017,0,19,4.0,19694,28.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1
63,63,19138,2017-04-21,19:03,8,1,川崎F,清水,等々力陸上競技場,19.8,19.8,64.0,55.0,5,4,2017,0,19,10.0,26827,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-3
64,64,19139,2017-04-21,19:03,8,1,G大阪,大宮,市立吹田サッカースタジアム,17.2,17.2,47.0,36.0,5,4,2017,0,19,2.0,39694,8.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
