,id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,venue_id,day_of_the_week,month,year,holiday,kick_off_time_hour,home_team_id,capacity,away_team_id
25,19100,2017-03-11,16:05,3,2,仙台,神戸,ユアテックスタジアム仙台,1.0,7.5,37.0,19.0,6,3,2017,0,16,4.0,19694,25.0
26,19101,2017-03-11,19:03,3,2,G大阪,FC東京,市立吹田サッカースタジアム,1.0,7.7,54.0,36.0,6,3,2017,0,19,2.0,39694,1.0
27,19102,2017-03-18,14:03,4,1,札幌,広島,札幌ドーム,0.0,22.7,38.0,43.0,6,3,2017,0,14,14.0,39856,11.0
28,19103,2017-03-18,14:03,4,1,横浜FM,新潟,日産スタジアム,1.0,14.7,28.0,41.0,6,3,2017,0,14,19.0,72081,13.0
29,19104,2017-03-18,14:04,4,1,甲府,大宮,山梨中銀スタジアム,12.0,17.9,20.0,34.0,6,3,2017,0,14,23.0,15859,8.0
30,19105,2017-03-18,14:03,4,1,清水,鹿島,IAIスタジアム日本平,2.0,14.4,42.0,0.0,6,3,2017,0,14,21.0,20248,28.0
31,19106,2017-03-18,15:03,4,1,柏,仙台,日立柏サッカー場,2.0,16.2,25.0,42.0,6,3,2017,0,15,17.0,15109,4.0
32,19107,2017-03-18,15:03,4,1,C大阪,鳥栖,キンチョウスタジアム,12.0,12.6,31.0,8.0,6,3,2017,0,15,0.0,17892,27.0
33,19108,2017-03-18,16:03,4,1,神戸,磐田,ノエビアスタジアム神戸,12.0,13.6,46.0,12.0,6,3,2017,0,16,25.0,28425,24.0
34,19109,2017-03-18,19:04,4,1,FC東京,川崎F,味の素スタジアム,12.0,12.8,59.0,27.0,6,3,2017,0,19,1.0,48999,10.0
35,19110,2017-03-19,17:03,4,2,G大阪,浦和,市立吹田サッカースタジアム,1.0,15.0,30.0,36.0,0,3,2017,0,17,2.0,39694,20.0
36,19111,2017-04-01,14:03,5,1,仙台,川崎F,ユアテックスタジアム仙台,34.0,11.5,72.0,19.0,6,4,2017,0,14,4.0,19694,10.0
37,19112,2017-04-01,14:03,5,1,新潟,G大阪,デンカビッグスワンスタジアム,1.0,10.7,53.0,10.0,6,4,2017,0,14,13.0,41684,2.0
38,19113,2017-04-01,14:04,5,1,広島,柏,エディオンスタジアム広島,1.0,15.3,27.0,7.0,6,4,2017,0,14,11.0,36894,17.0
39,19114,2017-04-01,15:03,5,1,磐田,清水,エコパスタジアム,32.0,17.2,39.0,6.0,6,4,2017,0,15,24.0,51697,21.0
40,19115,2017-04-01,15:03,5,1,C大阪,横浜FM,キンチョウスタジアム,13.0,22.7,20.0,8.0,6,4,2017,0,15,0.0,17892,19.0
41,19116,2017-04-01,16:04,5,1,FC東京,鳥栖,味の素スタジアム,,11.4,62.0,27.0,6,4,2017,0,16,1.0,48999,27.0
42,19117,2017-04-01,16:04,5,1,神戸,浦和,ノエビアスタジアム神戸,1.0,12.0,55.0,12.0,6,4,2017,0,16,25.0,28425,20.0
43,19118,2017-04-01,19:04,5,1,大宮,鹿島,NACK5スタジアム大宮,12.0,8.3,55.0,1.0,6,4,2017,0,19,8.0,15491,28.0
44,19119,2017-04-02,17:04,5,2,甲府,札幌,山梨中銀スタジアム,12.0,13.1,42.0,34.0,0,4,2017,0,17,23.0,15859,14.0
45,19120,2017-04-07,19:03,6,1,G大阪,広島,市立吹田サッカースタジアム,34.0,17.8,84.0,36.0,5,4,2017,0,19,2.0,39694,11.0
46,19121,2017-04-07,19:34,6,1,浦和,仙台,埼玉スタジアム2002,1.0,19.1,64.0,29.0,5,4,2017,0,19,20.0,62010,4.0
47,19122,2017-04-08,14:04,6,2,川崎F,甲府,等々力陸上競技場,32.0,18.7,82.0,55.0,6,4,2017,0,14,10.0,26827,23.0
48,19123,2017-04-08,15:03,6,2,鹿島,C大阪,県立カシマサッカースタジアム,32.0,16.2,81.0,52.0,6,4,2017,0,15,28.0,37496,0.0
49,19124,2017-04-08,15:03,6,2,大宮,神戸,NACK5スタジアム大宮,12.0,16.0,78.0,1.0,6,4,2017,0,15,8.0,15491,25.0
50,19125,2017-04-08,15:03,6,2,柏,清水,日立柏サッカー場,42.0,16.1,85.0,42.0,6,4,2017,0,15,17.0,15109,21.0
51,19126,2017-04-08,15:04,6,2,鳥栖,新潟,ベストアメニティスタジアム,34.0,20.6,86.0,15.0,6,4,2017,0,15,27.0,24130,13.0
52,19127,2017-04-08,19:03,6,2,札幌,FC東京,札幌ドーム,0.0,22.9,50.0,43.0,6,4,2017,0,19,14.0,39856,1.0
53,19128,2017-04-08,19:03,6,2,横浜FM,磐田,日産スタジアム,12.0,17.9,85.0,41.0,6,4,2017,0,19,19.0,72081,24.0
54,19129,2017-04-16,13:08,7,1,札幌,川崎F,札幌ドーム,0.0,23.8,53.0,43.0,0,4,2017,0,13,14.0,39856,10.0
55,19130,2017-04-16,13:05,7,1,甲府,新潟,山梨中銀スタジアム,1.0,27.7,20.0,34.0,0,4,2017,0,13,23.0,15859,13.0
56,19131,2017-04-16,13:06,7,1,清水,大宮,IAIスタジアム日本平,1.0,25.4,40.0,0.0,0,4,2017,0,13,21.0,20248,8.0
57,19132,2017-04-16,14:04,7,1,FC東京,浦和,味の素スタジアム,1.0,26.3,30.0,27.0,0,4,2017,0,14,1.0,48999,20.0
58,19133,2017-04-16,14:01,7,1,C大阪,G大阪,ヤンマースタジアム長居,1.0,23.3,54.0,18.0,0,4,2017,0,14,0.0,47853,2.0
59,19134,2017-04-16,15:03,7,1,磐田,鳥栖,ヤマハスタジアム(磐田),1.0,24.0,42.0,17.0,0,4,2017,0,15,24.0,15165,27.0
60,19135,2017-04-16,16:03,7,1,神戸,柏,ノエビアスタジアム神戸,1.0,21.3,66.0,12.0,0,4,2017,0,16,25.0,28425,17.0
61,19136,2017-04-16,17:04,7,1,広島,横浜FM,エディオンスタジアム広島,1.0,25.2,80.0,7.0,0,4,2017,0,17,11.0,36894,19.0
62,19137,2017-04-16,19:03,7,1,仙台,鹿島,ユアテックスタジアム仙台,1.0,20.4,43.0,19.0,0,4,2017,0,19,4.0,19694,28.0
63,19138,2017-04-21,19:03,8,1,川崎F,清水,等々力陸上競技場,12.0,19.8,64.0,55.0,5,4,2017,0,19,10.0,26827,21.0
64,19139,2017-04-21,19:03,8,1,G大阪,大宮,市立吹田サッカースタジアム,12.0,17.2,47.0,36.0,5,4,2017,0,19,2.0,39694,8.0
65,19140,2017-04-22,14:04,8,2,浦和,札幌,埼玉スタジアム2002,12.0,18.6,45.0,29.0,6,4,2017,0,14,20.0,62010,14.0
66,19141,2017-04-22,14:03,8,2,甲府,C大阪,山梨中銀スタジアム,1.0,23.0,30.0,34.0,6,4,2017,0,14,23.0,15859,0.0
67,19142,2017-04-22,14:04,8,2,広島,仙台,エディオンスタジアム広島,1.0,21.2,27.0,7.0,6,4,2017,0,14,11.0,36894,4.0
68,19143,2017-04-22,15:03,8,2,鹿島,磐田,県立カシマサッカースタジアム,12.0,19.2,58.0,52.0,6,4,2017,0,15,28.0,37496,24.0
69,19144,2017-04-22,15:03,8,2,柏,横浜FM,日立柏サッカー場,38.0,17.5,56.0,42.0,6,4,2017,0,15,17.0,15109,19.0
70,19145,2017-04-22,16:03,8,2,新潟,FC東京,デンカビッグスワンスタジアム,1.0,13.2,56.0,10.0,6,4,2017,0,16,13.0,41684,1.0
71,19146,2017-04-22,19:04,8,2,鳥栖,神戸,ベストアメニティスタジアム,1.0,17.0,50.0,15.0,6,4,2017,0,19,27.0,24130,25.0
72,19147,2017-04-30,13:03,9,1,清水,仙台,IAIスタジアム日本平,1.0,23.0,50.0,0.0,0,4,2017,0,13,21.0,20248,4.0
73,19148,2017-04-30,14:03,9,1,新潟,柏,デンカビッグスワンスタジアム,1.0,23.9,32.0,10.0,0,4,2017,0,14,13.0,41684,17.0
74,19149,2017-04-30,15:04,9,1,大宮,浦和,NACK5スタジアム大宮,1.0,26.8,21.0,1.0,0,4,2017,0,15,8.0,15491,20.0
75,19150,2017-04-30,15:04,9,1,FC東京,広島,味の素スタジアム,1.0,23.2,43.0,27.0,0,4,2017,0,15,1.0,48999,11.0
76,19151,2017-04-30,15:03,9,1,磐田,札幌,ヤマハスタジアム(磐田),1.0,23.7,42.0,17.0,0,4,2017,0,15,24.0,15165,14.0
77,19152,2017-04-30,16:03,9,1,鹿島,鳥栖,県立カシマサッカースタジアム,1.0,20.7,52.0,52.0,0,4,2017,0,16,28.0,37496,27.0
78,19153,2017-04-30,16:03,9,1,神戸,甲府,ノエビアスタジアム神戸,1.0,21.7,62.0,12.0,0,4,2017,0,16,25.0,28425,23.0
79,19154,2017-04-30,17:03,9,1,横浜FM,G大阪,日産スタジアム,1.0,21.7,39.0,41.0,0,4,2017,0,17,19.0,72081,2.0
80,19155,2017-04-30,19:05,9,1,C大阪,川崎F,ヤンマースタジアム長居,12.0,20.5,55.0,18.0,0,4,2017,0,19,0.0,47853,10.0
81,19156,2017-05-04,14:02,10,1,浦和,鹿島,埼玉スタジアム2002,1.0,22.2,42.0,29.0,4,5,2017,1,14,20.0,62010,28.0
82,19157,2017-05-05,14:03,10,2,G大阪,清水,市立吹田サッカースタジアム,1.0,25.5,48.0,36.0,5,5,2017,1,14,2.0,39694,21.0
83,19158,2017-05-05,15:03,10,2,川崎F,新潟,等々力陸上競技場,1.0,24.4,45.0,55.0,5,5,2017,1,15,10.0,26827,13.0
84,19159,2017-05-06,13:03,10,3,札幌,大宮,札幌ドーム,0.0,23.9,53.0,43.0,6,5,2017,0,13,14.0,39856,8.0
85,19160,2017-05-06,14:03,10,3,柏,C大阪,日立柏サッカー場,1.0,27.8,59.0,42.0,6,5,2017,0,14,17.0,15109,0.0
86,19161,2017-05-06,19:05,10,3,広島,神戸,エディオンスタジアム広島,1.0,23.5,72.0,7.0,6,5,2017,0,19,11.0,36894,25.0
87,19162,2017-05-07,14:05,10,4,仙台,FC東京,ユアテックスタジアム仙台,1.0,21.5,28.0,19.0,0,5,2017,0,14,4.0,19694,1.0
88,19163,2017-05-07,14:03,10,4,甲府,磐田,山梨中銀スタジアム,12.0,27.2,20.0,34.0,0,5,2017,0,14,23.0,15859,24.0
89,19164,2017-05-07,17:04,10,4,鳥栖,横浜FM,ベストアメニティスタジアム,1.0,24.1,30.0,15.0,0,5,2017,0,17,27.0,24130,19.0
90,19165,2017-05-14,13:03,11,1,清水,鳥栖,IAIスタジアム日本平,13.0,23.8,58.0,0.0,0,5,2017,0,13,21.0,20248,27.0
91,19166,2017-05-14,14:03,11,1,鹿島,神戸,県立カシマサッカースタジアム,12.0,18.4,84.0,52.0,0,5,2017,0,14,28.0,37496,25.0
92,19167,2017-05-14,14:03,11,1,横浜FM,甲府,ニッパツ三ツ沢球技場,12.0,21.5,59.0,11.0,0,5,2017,0,14,19.0,15440,23.0
93,19168,2017-05-14,14:03,11,1,新潟,浦和,デンカビッグスワンスタジアム,1.0,24.0,54.0,10.0,0,5,2017,0,14,13.0,41684,20.0
94,19169,2017-05-14,15:04,11,1,FC東京,柏,味の素スタジアム,12.0,22.2,57.0,27.0,0,5,2017,0,15,1.0,48999,17.0
95,19170,2017-05-14,15:03,11,1,磐田,川崎F,ヤマハスタジアム(磐田),1.0,24.2,51.0,17.0,0,5,2017,0,15,24.0,15165,10.0
96,19171,2017-05-14,15:03,11,1,C大阪,広島,キンチョウスタジアム,1.0,27.1,32.0,8.0,0,5,2017,0,15,0.0,17892,11.0
97,19172,2017-05-14,17:04,11,1,大宮,仙台,NACK5スタジアム大宮,13.0,22.0,54.0,1.0,0,5,2017,0,17,8.0,15491,4.0
98,19173,2017-05-14,19:03,11,1,札幌,G大阪,札幌ドーム,0.0,22.6,49.0,43.0,0,5,2017,0,19,14.0,39856,2.0
99,19174,2017-05-19,19:03,12,1,鹿島,川崎F,県立カシマサッカースタジアム,1.0,21.3,78.0,52.0,5,5,2017,0,19,28.0,37496,10.0
100,19175,2017-05-20,14:04,12,2,浦和,清水,埼玉スタジアム2002,1.0,27.7,44.0,29.0,6,5,2017,0,14,20.0,62010,21.0
101,19176,2017-05-20,14:03,12,2,横浜FM,仙台,日産スタジアム,1.0,28.5,45.0,41.0,6,5,2017,0,14,19.0,72081,4.0
102,19177,2017-05-20,14:03,12,2,甲府,広島,山梨中銀スタジアム,1.0,33.4,23.0,34.0,6,5,2017,0,14,23.0,15859,11.0
103,19178,2017-05-20,14:03,12,2,新潟,札幌,デンカビッグスワンスタジアム,1.0,27.3,38.0,10.0,6,5,2017,0,14,13.0,41684,14.0
104,19179,2017-05-20,14:04,12,2,磐田,柏,ヤマハスタジアム(磐田),1.0,25.8,48.0,17.0,6,5,2017,0,14,24.0,15165,17.0
105,19180,2017-05-20,16:03,12,2,大宮,C大阪,NACK5スタジアム大宮,1.0,30.3,35.0,1.0,6,5,2017,0,16,8.0,15491,0.0
106,19181,2017-05-20,19:03,12,2,G大阪,鳥栖,市立吹田サッカースタジアム,1.0,24.1,37.0,36.0,6,5,2017,0,19,2.0,39694,27.0
107,19182,2017-05-20,19:04,12,2,神戸,FC東京,ノエビアスタジアム神戸,1.0,22.0,71.0,12.0,6,5,2017,0,19,25.0,28425,1.0
108,19183,2017-05-27,14:03,13,1,清水,横浜FM,IAIスタジアム日本平,1.0,25.2,47.0,0.0,6,5,2017,0,14,21.0,20248,19.0
109,19184,2017-05-27,14:05,13,1,広島,磐田,エディオンスタジアム広島,1.0,24.3,52.0,7.0,6,5,2017,0,14,11.0,36894,24.0
110,19185,2017-05-27,15:03,13,1,柏,大宮,日立柏サッカー場,13.0,25.0,57.0,42.0,6,5,2017,0,15,17.0,15109,8.0
111,19186,2017-05-27,19:04,13,1,鳥栖,札幌,ベストアメニティスタジアム,1.0,22.8,46.0,15.0,6,5,2017,0,19,27.0,24130,14.0
112,19187,2017-07-05,19:03,13,3,川崎F,浦和,等々力陸上競技場,12.0,27.6,80.0,55.0,3,7,2017,0,19,10.0,26827,20.0
113,19188,2017-07-05,19:03,13,3,G大阪,鹿島,市立吹田サッカースタジアム,12.0,25.1,64.0,36.0,3,7,2017,0,19,2.0,39694,28.0
114,19189,2017-05-28,13:04,13,2,仙台,新潟,ユアテックスタジアム仙台,1.0,23.8,47.0,19.0,0,5,2017,0,13,4.0,19694,13.0
115,19190,2017-05-28,16:04,13,2,FC東京,甲府,味の素スタジアム,1.0,24.1,58.0,27.0,0,5,2017,0,16,1.0,48999,23.0
116,19191,2017-05-28,17:03,13,2,神戸,C大阪,ノエビアスタジアム神戸,1.0,22.8,52.0,12.0,0,5,2017,0,17,25.0,28425,0.0
117,19192,2017-06-04,13:03,14,1,札幌,神戸,札幌ドーム,0.0,22.6,53.0,43.0,0,6,2017,0,13,14.0,39856,25.0
118,19193,2017-06-04,13:03,14,1,清水,FC東京,IAIスタジアム日本平,1.0,23.2,55.0,0.0,0,6,2017,0,13,21.0,20248,1.0
119,19194,2017-06-04,14:03,14,1,広島,鹿島,エディオンスタジアム広島,1.0,26.7,36.0,7.0,0,6,2017,0,14,11.0,36894,28.0
120,19195,2017-06-04,15:03,14,1,仙台,甲府,ユアテックスタジアム仙台,1.0,20.0,42.0,19.0,0,6,2017,0,15,4.0,19694,23.0
121,19196,2017-06-04,15:03,14,1,磐田,G大阪,ヤマハスタジアム(磐田),1.0,27.2,30.0,17.0,0,6,2017,0,15,24.0,15165,2.0
122,19197,2017-06-04,15:03,14,1,C大阪,新潟,キンチョウスタジアム,1.0,30.5,20.0,8.0,0,6,2017,0,15,0.0,17892,13.0
123,19198,2017-06-04,16:03,14,1,大宮,鳥栖,NACK5スタジアム大宮,1.0,24.7,26.0,1.0,0,6,2017,0,16,8.0,15491,27.0
124,19199,2017-06-04,17:03,14,1,横浜FM,川崎F,日産スタジアム,1.0,22.7,41.0,41.0,0,6,2017,0,17,19.0,72081,10.0
125,19200,2017-06-04,19:04,14,1,柏,浦和,日立柏サッカー場,12.0,23.2,54.0,42.0,0,6,2017,0,19,17.0,15109,20.0
126,19201,2017-06-17,18:33,15,1,鹿島,札幌,県立カシマサッカースタジアム,1.0,20.1,90.0,52.0,6,6,2017,0,18,28.0,37496,14.0
127,19202,2017-06-17,19:03,15,1,川崎F,広島,等々力陸上競技場,1.0,23.0,67.0,55.0,6,6,2017,0,19,10.0,26827,11.0
128,19203,2017-06-17,19:04,15,1,甲府,柏,山梨中銀スタジアム,1.0,25.2,54.0,34.0,6,6,2017,0,19,23.0,15859,17.0
129,19204,2017-06-17,19:03,15,1,新潟,大宮,デンカビッグスワンスタジアム,12.0,20.6,63.0,10.0,6,6,2017,0,19,13.0,41684,8.0
130,19205,2017-06-17,19:03,15,1,C大阪,清水,ヤンマースタジアム長居,12.0,22.9,64.0,18.0,6,6,2017,0,19,0.0,47853,21.0
131,19206,2017-06-17,19:03,15,1,神戸,G大阪,ノエビアスタジアム神戸,1.0,22.5,67.0,12.0,6,6,2017,0,19,25.0,28425,2.0
132,19207,2017-06-17,19:04,15,1,鳥栖,仙台,ベストアメニティスタジアム,1.0,25.1,46.0,15.0,6,6,2017,0,19,27.0,24130,4.0
133,19208,2017-06-18,18:04,15,2,FC東京,横浜FM,味の素スタジアム,14.0,20.8,89.0,27.0,0,6,2017,0,18,1.0,48999,19.0
134,19209,2017-06-18,18:33,15,2,浦和,磐田,埼玉スタジアム2002,32.0,21.9,68.0,29.0,0,6,2017,0,18,20.0,62010,24.0
135,19210,2017-06-25,18:03,16,1,仙台,C大阪,ユアテックスタジアム仙台,32.0,23.7,83.0,19.0,0,6,2017,0,18,4.0,19694,0.0
136,19211,2017-06-25,18:03,16,1,横浜FM,神戸,日産スタジアム,12.0,23.0,80.0,41.0,0,6,2017,0,18,19.0,72081,25.0
137,19212,2017-06-25,18:03,16,1,清水,甲府,IAIスタジアム日本平,12.0,22.2,89.0,0.0,0,6,2017,0,18,21.0,20248,23.0
138,19213,2017-06-25,18:03,16,1,磐田,FC東京,ヤマハスタジアム(磐田),12.0,25.4,62.0,17.0,0,6,2017,0,18,24.0,15165,1.0
139,19214,2017-06-25,18:34,16,1,鹿島,新潟,県立カシマサッカースタジアム,12.0,24.0,85.0,52.0,0,6,2017,0,18,28.0,37496,13.0
140,19215,2017-06-25,18:33,16,1,広島,大宮,エディオンスタジアム広島,12.0,25.9,74.0,7.0,0,6,2017,0,18,11.0,36894,8.0
141,19216,2017-06-25,19:03,16,1,柏,札幌,日立柏サッカー場,12.0,24.7,82.0,42.0,0,6,2017,0,19,17.0,15109,14.0
142,19217,2017-06-25,19:04,16,1,G大阪,川崎F,市立吹田サッカースタジアム,17.0,23.8,71.0,36.0,0,6,2017,0,19,2.0,39694,10.0
143,19218,2017-06-25,19:04,16,1,鳥栖,浦和,ベストアメニティスタジアム,34.0,24.6,83.0,15.0,0,6,2017,0,19,27.0,24130,20.0
144,19219,2017-07-01,14:03,17,1,札幌,清水,札幌ドーム,0.0,25.9,69.0,43.0,6,7,2017,0,14,14.0,39856,21.0
145,19220,2017-07-01,19:03,17,1,仙台,G大阪,ユアテックスタジアム仙台,1.0,25.8,70.0,19.0,6,7,2017,0,19,4.0,19694,2.0
146,19221,2017-07-01,19:04,17,1,浦和,広島,埼玉スタジアム2002,12.0,24.5,72.0,29.0,6,7,2017,0,19,20.0,62010,11.0
147,19222,2017-07-01,19:03,17,1,大宮,横浜FM,NACK5スタジアム大宮,12.0,25.0,78.0,1.0,6,7,2017,0,19,8.0,15491,19.0
148,19223,2017-07-01,19:03,17,1,川崎F,神戸,等々力陸上競技場,1.0,25.0,77.0,55.0,6,7,2017,0,19,10.0,26827,25.0
149,19224,2017-07-01,19:04,17,1,新潟,磐田,デンカビッグスワンスタジアム,12.0,24.3,72.0,10.0,6,7,2017,0,19,13.0,41684,24.0
150,19225,2017-07-02,18:03,17,2,甲府,鳥栖,山梨中銀スタジアム,13.0,28.2,66.0,34.0,0,7,2017,0,18,23.0,15859,27.0
151,19226,2017-07-02,18:33,17,2,柏,鹿島,日立柏サッカー場,1.0,29.3,69.0,42.0,0,7,2017,0,18,17.0,15109,28.0
152,19227,2017-07-02,19:03,17,2,C大阪,FC東京,キンチョウスタジアム,12.0,28.8,69.0,8.0,0,7,2017,0,19,0.0,17892,1.0
153,19228,2017-07-08,18:03,18,1,清水,G大阪,IAIスタジアム日本平,1.0,26.4,74.0,0.0,6,7,2017,0,18,21.0,20248,2.0
154,19229,2017-07-08,19:03,18,1,大宮,札幌,NACK5スタジアム大宮,1.0,29.1,53.0,1.0,6,7,2017,0,19,8.0,15491,14.0
155,19230,2017-07-08,19:03,18,1,FC東京,鹿島,味の素スタジアム,1.0,27.8,64.0,27.0,6,7,2017,0,19,1.0,48999,28.0
156,19231,2017-07-08,19:03,18,1,横浜FM,広島,日産スタジアム,1.0,27.1,59.0,41.0,6,7,2017,0,19,19.0,72081,11.0
157,19232,2017-07-08,19:03,18,1,磐田,甲府,ヤマハスタジアム(磐田),1.0,27.1,67.0,17.0,6,7,2017,0,19,24.0,15165,23.0
158,19233,2017-07-08,19:03,18,1,C大阪,柏,キンチョウスタジアム,12.0,28.3,75.0,8.0,6,7,2017,0,19,0.0,17892,17.0
159,19234,2017-07-08,19:04,18,1,神戸,仙台,ノエビアスタジアム神戸,12.0,26.2,87.0,12.0,6,7,2017,0,19,25.0,28425,4.0
160,19235,2017-07-08,19:03,18,1,鳥栖,川崎F,ベストアメニティスタジアム,12.0,28.3,78.0,15.0,6,7,2017,0,19,27.0,24130,10.0
161,19236,2017-07-09,18:33,18,2,浦和,新潟,埼玉スタジアム2002,1.0,29.5,61.0,29.0,0,7,2017,0,18,20.0,62010,13.0
162,19237,2017-07-29,14:03,19,1,札幌,浦和,札幌ドーム,0.0,26.2,67.0,43.0,6,7,2017,0,14,14.0,39856,20.0
163,19238,2017-07-29,18:33,19,1,鹿島,甲府,県立カシマサッカースタジアム,12.0,23.7,89.0,52.0,6,7,2017,0,18,28.0,37496,23.0
164,19239,2017-07-29,19:03,19,1,川崎F,磐田,等々力陸上競技場,32.0,25.9,94.0,55.0,6,7,2017,0,19,10.0,26827,24.0
165,19240,2017-07-29,19:03,19,1,横浜FM,清水,日産スタジアム,32.0,25.4,90.0,41.0,6,7,2017,0,19,19.0,72081,21.0
166,19241,2017-07-29,19:03,19,1,G大阪,C大阪,市立吹田サッカースタジアム,1.0,30.0,66.0,36.0,6,7,2017,0,19,2.0,39694,0.0
167,19242,2017-07-29,19:03,19,1,神戸,大宮,ノエビアスタジアム神戸,1.0,29.5,82.0,12.0,6,7,2017,0,19,25.0,28425,8.0
168,19243,2017-07-30,18:33,19,2,仙台,柏,ユアテックスタジアム仙台,12.0,25.2,78.0,19.0,0,7,2017,0,18,4.0,19694,17.0
169,19244,2017-07-30,18:34,19,2,広島,鳥栖,エディオンスタジアム広島,2.0,29.3,83.0,7.0,0,7,2017,0,18,11.0,36894,27.0
170,19245,2017-07-30,19:04,19,2,FC東京,新潟,味の素スタジアム,12.0,27.2,76.0,27.0,0,7,2017,0,19,1.0,48999,13.0
171,19246,2017-08-05,18:03,20,1,甲府,G大阪,山梨中銀スタジアム,1.0,30.6,62.0,34.0,6,8,2017,0,18,23.0,15859,2.0
172,19247,2017-08-05,18:33,20,1,鹿島,仙台,県立カシマサッカースタジアム,,26.0,90.0,52.0,6,8,2017,0,18,28.0,37496,4.0
173,19248,2017-08-05,19:04,20,1,浦和,大宮,埼玉スタジアム2002,2.0,27.9,72.0,29.0,6,8,2017,0,19,20.0,62010,8.0
174,19249,2017-08-05,19:03,20,1,柏,神戸,日立柏サッカー場,13.0,28.4,73.0,42.0,6,8,2017,0,19,17.0,15109,25.0
