match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,venue_id,day_of_the_week,month,year,holiday,kick_off_time_hour,home_team_id,capacity,away_team_id,home_C大阪,away_C大阪,home_FC東京,away_FC東京,home_G大阪,away_G大阪,home_京都,away_京都,home_仙台,away_仙台,home_千葉,away_千葉,home_名古屋,away_名古屋,home_大分,away_大分,home_大宮,away_大宮,home_山形,away_山形,home_川崎F,away_川崎F,home_広島,away_広島,home_徳島,away_徳島,home_新潟,away_新潟,home_札幌,away_札幌,home_東京V,away_東京V,home_松本,away_松本,home_柏,away_柏,home_横浜FC,away_横浜FC,home_横浜FM,away_横浜FM,home_浦和,away_浦和,home_清水,away_清水,home_湘南,away_湘南,home_甲府,away_甲府,home_磐田,away_磐田,home_神戸,away_神戸,home_福岡,away_福岡,home_鳥栖,away_鳥栖,home_鹿島,away_鹿島,score,scores,J1,cap/mean,cap/median,cap-mean,cap-median
2017-04-01,14:03,5,1,仙台,川崎F,ユアテックスタジアム仙台,11.5,11.5,72.0,19.0,6,4,2017,0,14,4.0,19694,10.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2,0,1,0.6063059696435176,0.6928408091468777,-12787.94968553459,-8731.0
2017-04-01,14:03,5,1,新潟,G大阪,デンカビッグスワンスタジアム,10.7,10.7,53.0,10.0,6,4,2017,0,14,13.0,41684,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,0,1,1.283297351407555,1.4664555848724714,9202.05031446541,13259.0
2017-04-01,14:04,5,1,広島,柏,エディオンスタジアム広島,15.3,15.3,27.0,7.0,6,4,2017,0,14,11.0,36894,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2,0,1,1.1358308339610002,1.2979419525065963,4412.05031446541,8469.0
2017-04-01,15:03,5,1,磐田,清水,エコパスタジアム,17.2,17.2,39.0,6.0,6,4,2017,0,15,24.0,51697,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2,2,1,1.5915608668965637,1.8187159190853122,19215.05031446541,23272.0
2017-04-01,15:03,5,1,C大阪,横浜FM,キンチョウスタジアム,22.7,22.7,20.0,8.0,6,4,2017,0,15,0.0,17892,19.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,1,0.5508290042074651,0.6294459102902374,-14589.94968553459,-10533.0
2017-04-01,16:04,5,1,FC東京,鳥栖,味の素スタジアム,11.4,11.4,62.0,27.0,6,4,2017,0,16,1.0,48999,27.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,1.5084993503890889,1.7237994722955146,16517.05031446541,20574.0
2017-04-01,16:04,5,1,神戸,浦和,ノエビアスタジアム神戸,12.0,12.0,55.0,12.0,6,4,2017,0,16,25.0,28425,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-2,0,1,0.8751014109432815,1.0,-4056.9496855345897,0.0
2017-04-01,19:04,5,1,大宮,鹿島,NACK5スタジアム大宮,8.3,8.3,55.0,1.0,6,4,2017,0,19,8.0,15491,28.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1,0,1,0.476911027508263,0.5449780123131046,-16990.94968553459,-12934.0
2017-04-02,17:04,5,2,甲府,札幌,山梨中銀スタジアム,13.1,13.1,42.0,34.0,0,4,2017,0,17,23.0,15859,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,2,1,0.48824039669831143,0.55792436235708,-16622.94968553459,-12566.0
2017-04-07,19:03,6,1,G大阪,広島,市立吹田サッカースタジアム,17.8,17.8,84.0,36.0,5,4,2017,0,19,2.0,39694,11.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,0,1,1.222032556059195,1.3964467897977133,7212.05031446541,11269.0
2017-04-07,19:34,6,1,浦和,仙台,埼玉スタジアム2002,19.1,19.1,64.0,29.0,5,4,2017,0,19,20.0,62010,4.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,2,1,1.9090602811818078,2.1815303430079154,29528.05031446541,33585.0
2017-04-08,14:04,6,2,川崎F,甲府,等々力陸上競技場,18.7,18.7,82.0,55.0,6,4,2017,0,14,10.0,26827,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,1,1,0.825904856688669,0.9437818821459982,-5654.94968553459,-1598.0
2017-04-08,15:03,6,2,鹿島,C大阪,県立カシマサッカースタジアム,16.2,16.2,81.0,52.0,6,4,2017,0,15,28.0,37496,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1,0,1,1.154364204212112,1.3191204925241864,5014.05031446541,9071.0
2017-04-08,15:03,6,2,大宮,神戸,NACK5スタジアム大宮,16.0,16.0,78.0,1.0,6,4,2017,0,15,8.0,15491,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-2,0,1,0.476911027508263,0.5449780123131046,-16990.94968553459,-12934.0
2017-04-08,15:03,6,2,柏,清水,日立柏サッカー場,16.1,16.1,85.0,42.0,6,4,2017,0,15,17.0,15109,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2,0,1,0.4651506497077235,0.5315391380826737,-17372.94968553459,-13316.0
2017-04-08,15:04,6,2,鳥栖,新潟,ベストアメニティスタジアム,20.6,20.6,86.0,15.0,6,4,2017,0,15,27.0,24130,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,2,1,0.7428741265105149,0.8489006156552331,-8351.94968553459,-4295.0
2017-04-08,19:03,6,2,札幌,FC東京,札幌ドーム,22.9,22.9,50.0,43.0,6,4,2017,0,19,14.0,39856,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,1,1.227019941409162,1.402145998240985,7374.05031446541,11431.0
2017-04-08,19:03,6,2,横浜FM,磐田,日産スタジアム,17.9,17.9,85.0,41.0,6,4,2017,0,19,19.0,72081,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,2,0,2.219109403771422,2.535831134564644,39599.05031446541,43656.0
2017-04-16,13:08,7,1,札幌,川崎F,札幌ドーム,23.8,23.8,53.0,43.0,0,4,2017,0,13,14.0,39856,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,1,1.227019941409162,1.402145998240985,7374.05031446541,11431.0
2017-04-16,13:05,7,1,甲府,新潟,山梨中銀スタジアム,27.7,27.7,20.0,34.0,0,4,2017,0,13,23.0,15859,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-2,0,1,0.48824039669831143,0.55792436235708,-16622.94968553459,-12566.0
2017-04-16,13:06,7,1,清水,大宮,IAIスタジアム日本平,25.4,25.4,40.0,0.0,0,4,2017,0,13,21.0,20248,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,1,0.6233615960872319,0.7123306948109059,-12233.94968553459,-8177.0
